Date,Last,Settlement Price,Change,% Change,Bid,Ask,Open Interest,CVol
10/31/95,0.68,0.68,0.02,2.55,,,"30,941.00",5805
09/29/95,0.67,0.67,0.03,5.25,,,"26,144.00",3993
08/31/95,0.63,0.63,0.00,-0.74,,,"24,619.00",10776
07/31/95,0.64,0.64,0.01,1.59,,,"15,734.00",7826
06/30/95,0.63,0.63,0.02,2.91,,,"25,312.00",4417
05/31/95,0.61,0.61,-0.02,-3.06,,,"20,278.00",6102
04/28/95,0.63,0.63,-0.04,-6.53,,,"31,101.00",7443
03/31/95,0.67,0.67,-0.07,-9.32,,,"27,984.00",8015
02/28/95,0.74,0.74,0.00,0.17,,,"41,764.00",11933
01/31/95,0.74,0.74,0.01,2.03,,,"42,497.00",7793
12/30/94,0.73,0.73,0.05,8.07,,,"31,291.00",7026
11/30/94,0.67,0.67,-0.03,-3.93,,,"28,448.00",15471
10/31/94,0.70,0.70,0.01,2.19,,,"29,950.00",5426
09/30/94,0.69,0.69,-0.02,-3.32,,,"19,188.00",8344
08/31/94,0.71,0.71,-0.01,-1.22,,,"36,039.00",5446
07/29/94,0.72,0.72,0.08,11.81,,,"26,963.00",4702
06/30/94,0.64,0.64,-0.02,-3.21,,,"33,866.00",7204
05/31/94,0.66,0.66,-0.05,-7.05,,,"18,059.00",8608
04/29/94,0.71,0.71,-0.05,-6.95,,,"32,047.00",6455
03/31/94,0.77,0.77,0.00,-0.62,,,"24,951.00",8301
02/28/94,0.77,0.77,0.01,0.85,,,"37,026.00",9520
01/31/94,0.76,0.76,0.03,4.08,,,"29,954.00",5553
12/31/93,0.73,0.73,0.01,1.31,,,"31,503.00",2240
11/30/93,0.73,0.73,-0.02,-2.09,,,"28,120.00",9089
10/29/93,0.74,0.74,0.00,-0.10,,,"28,611.00",5491
09/30/93,0.74,0.74,-0.01,-1.36,,,"28,971.00",5422
08/31/93,0.75,0.75,-0.01,-0.92,,,"25,732.00",5302
07/30/93,0.76,0.76,0.01,1.07,,,"12,715.00",3416
06/30/93,0.75,0.75,0.00,-0.37,,,"23,893.00",4279
05/28/93,0.75,0.75,-0.01,-1.89,,,"23,082.00",2094
04/30/93,0.77,0.77,0.01,0.69,,,"32,445.00",4502
03/31/93,0.76,0.76,-0.04,-4.95,,,"32,317.00",9428
02/26/93,0.80,0.80,0.03,4.39,,,"40,141.00",7970
01/29/93,0.77,0.77,0.00,-0.36,,,"31,626.00",4677
12/31/92,0.77,0.77,0.00,0.46,,,"31,487.00",7026
11/30/92,0.77,0.77,0.03,4.07,,,"20,202.00",6905
10/30/92,0.74,0.74,-0.02,-2.03,,,"28,943.00",3858
09/30/92,0.75,0.75,0.02,2.10,,,"18,077.00",4313
08/31/92,0.74,0.74,0.00,-0.10,,,"26,454.00",4174
07/31/92,0.74,0.74,0.01,1.93,,,"17,356.00",4499
06/30/92,0.72,0.72,0.01,0.70,,,"31,402.00",5548
05/29/92,0.72,0.72,-0.01,-1.61,,,"28,349.00",6184
04/30/92,0.73,0.73,-0.06,-7.73,,,"41,107.00",6554
03/31/92,0.79,0.79,0.02,2.36,,,"32,073.00",11013
02/28/92,0.77,0.77,0.00,0.32,,,"53,289.00",7333
01/31/92,0.77,0.77,0.05,6.56,,,"40,861.00",5994
12/31/91,0.72,0.72,-0.02,-3.11,,,"31,243.00",7409
11/29/91,0.75,0.75,0.01,1.67,,,"27,795.00",2517
10/31/91,0.74,0.74,-0.03,-4.27,,,"34,540.00",12120
09/30/91,0.77,0.77,0.07,9.60,,,"29,278.00",5767
08/30/91,0.70,0.70,-0.03,-4.30,,,"37,710.00",5558
07/31/91,0.73,0.73,0.01,1.35,,,"32,000.00",10245
06/28/91,0.72,0.72,-0.04,-4.62,,,"28,977.00",4269
05/31/91,0.76,0.76,0.00,-0.49,,,"23,588.00",5120
04/30/91,0.76,0.76,-0.05,-6.51,,,"35,019.00",6634
03/28/91,0.81,0.81,0.01,1.46,,,"30,113.00",4499
02/28/91,0.80,0.80,0.03,3.48,,,"37,295.00",8721
01/31/91,0.78,0.78,0.00,0.42,,,"31,747.00",6100
12/31/90,0.77,0.77,0.02,2.73,,,,
11/30/90,0.75,0.75,-0.02,-2.97,,,"24,623.00",8010
10/31/90,0.77,0.77,0.01,1.31,,,"30,443.00",5522
09/28/90,0.76,0.76,0.00,0.16,,,"23,866.00",5271
08/31/90,0.76,0.76,-0.03,-3.36,,,"32,290.00",5653
07/31/90,0.79,0.79,0.06,8.07,,,"30,003.00",6329
06/29/90,0.73,0.73,-0.01,-1.25,,,"30,310.00",3283
05/31/90,0.74,0.74,0.01,1.40,,,"18,384.00",5217
04/30/90,0.73,0.73,-0.05,-6.29,,,"35,305.00",5898
03/30/90,0.78,0.78,0.02,3.21,,,"28,590.00",6375
02/28/90,0.75,0.75,-0.01,-0.76,,,"44,580.00",6971
01/31/90,0.76,0.76,-0.01,-1.74,,,"41,951.00",8905
12/29/89,0.77,0.77,0.03,4.42,,,"36,140.00",2588
11/30/89,0.74,0.74,0.00,-0.47,,,"31,001.00",6432
10/31/89,0.74,0.74,0.00,0.17,,,"29,676.00",6270
09/29/89,0.74,0.74,0.01,0.78,,,"24,805.00",9286
08/31/89,0.74,0.74,-0.02,-2.35,,,"32,566.00",10952
07/31/89,0.76,0.76,0.05,7.66,,,"33,371.00",6615
06/30/89,0.70,0.70,0.01,1.81,,,"29,776.00",6091
05/31/89,0.69,0.69,-0.03,-3.57,,,"19,927.00",6616
04/28/89,0.71,0.71,-0.02,-2.16,,,"38,308.00",8480
03/31/89,0.73,0.73,-0.05,-6.44,,,"34,439.00",9805
02/28/89,0.78,0.78,0.02,2.13,,,"40,912.00",8231
01/31/89,0.76,0.76,0.02,3.35,,,"35,778.00",18883
12/30/88,0.74,0.74,0.01,1.82,,,"32,043.00",2859
11/30/88,0.73,0.73,-0.02,-2.09,,,"32,461.00",10037
10/31/88,0.74,0.74,0.00,0.54,,,"33,744.00",10836
09/30/88,0.74,0.74,0.02,2.79,,,"27,234.00",9848
08/31/88,0.72,0.72,0.03,3.87,,,"35,151.00",10709
07/29/88,0.69,0.69,0.04,6.97,,,"25,098.00",9828
06/30/88,0.65,0.65,-0.08,-10.46,,,"28,853.00",6018
05/31/88,0.72,0.72,0.01,1.76,,,"23,866.00",9061
04/29/88,0.71,0.71,0.00,0.04,,,"42,910.00",6630
03/31/88,0.71,0.71,-0.01,-0.87,,,"43,160.00",9761
02/29/88,0.72,0.72,0.04,5.46,,,"45,800.00",11060
01/29/88,0.68,0.68,0.05,7.41,,,"34,410.00",12390
12/31/87,0.63,0.63,-0.02,-2.66,,,"29,450.00",6684
11/30/87,0.65,0.65,0.02,3.93,,,"13,980.00",4626
10/30/87,0.62,0.62,-0.04,-6.31,,,"25,050.00",11630
09/30/87,0.67,0.67,0.01,0.83,,,"31,630.00",12960
08/31/87,0.66,0.66,0.03,5.22,,,"33,110.00",8348
07/31/87,0.63,0.63,-0.01,-0.83,,,"27,700.00",9206
06/30/87,0.63,0.63,0.01,1.44,,,"29,960.00",4060
05/29/87,0.62,0.62,-0.05,-7.14,,,"31,590.00",6733
04/30/87,0.67,0.67,0.04,5.95,,,"38,570.00",12300
03/31/87,0.63,0.63,-0.02,-2.39,,,"34,270.00",6296
02/27/87,0.65,0.65,0.02,3.34,,,"37,370.00",14150
01/30/87,0.63,0.63,0.07,13.24,,,"30,469.00",10042
12/31/86,0.56,0.56,-0.07,-10.59,,,,
11/28/86,0.62,0.62,0.03,4.24,,,"14,970.00",4414
10/31/86,0.60,0.60,0.03,6.01,,,"24,370.00",13060
09/30/86,0.56,0.56,-0.06,-9.02,,,"25,110.00",9001
08/29/86,0.62,0.62,0.03,4.61,,,"27,920.00",11810
07/31/86,0.59,0.59,0.02,4.14,,,"24,380.00",9546
06/30/86,0.57,0.57,0.05,10.31,,,"26,490.00",12360
05/30/86,0.51,0.51,-0.06,-10.14,,,"22,330.00",9029
04/30/86,0.57,0.57,0.00,0.66,,,"23,130.00",12950
03/31/86,0.57,0.57,-0.05,-7.41,,,"12,870.00",3157
02/28/86,0.61,0.61,-0.01,-0.85,,,"28,280.00",14060
01/31/86,0.62,0.62,0.01,1.23,,,"24,500.00",10220
12/31/85,0.61,0.61,-0.04,-6.03,,,"30,400.00",7104
11/29/85,0.65,0.65,-0.01,-1.77,,,"29,040.00",6543
10/31/85,0.66,0.66,0.04,7.16,,,"30,830.00",16090
09/30/85,0.62,0.62,0.06,10.20,,,"23,300.00",11630
08/30/85,0.56,0.56,0.00,0.31,,,"22,430.00",7280
07/31/85,0.56,0.56,-0.02,-4.16,,,"18,860.00",9726
06/28/85,0.58,0.58,-0.05,-7.20,,,"26,853.00",8168
05/31/85,0.63,0.63,0.00,0.36,,,"23,380.00",11100
04/30/85,0.63,0.63,-0.05,-6.77,,,"29,600.00",10110
03/29/85,0.67,0.67,0.02,3.34,,,"26,830.00",6572
02/28/85,0.65,0.65,-0.03,-4.45,,,"26,360.00",6528
01/31/85,0.68,0.68,0.01,2.06,,,"27,600.00",6420
12/31/84,0.67,0.67,0.00,0.23,,,,
11/30/84,0.67,0.67,0.03,3.99,,,"29,537.00",5129
10/31/84,0.64,0.64,0.00,0.67,,,"16,400.00",5684
09/28/84,0.64,0.64,0.00,-0.08,,,"16,590.00",3759
08/31/84,0.64,0.64,0.02,3.25,,,"15,650.00",2658
07/31/84,0.62,0.62,-0.03,-4.83,,,"15,030.00",3338
06/29/84,0.65,0.65,0.00,0.15,,,"21,210.00",8051
05/31/84,0.65,0.65,-0.02,-2.34,,,"11,740.00",5767
04/30/84,0.66,0.66,-0.03,-3.68,,,"26,750.00",6332
03/30/84,0.69,0.69,-0.02,-2.41,,,"26,310.00",6543
02/29/84,0.70,0.70,0.04,6.47,,,"27,860.00",15150
01/31/84,0.66,0.66,-0.02,-2.54,,,"23,000.00",13780
12/30/83,0.68,0.68,0.05,8.13,,,"24,770.00",4795
11/30/83,0.63,0.63,0.03,5.60,,,"20,960.00",11590
10/31/83,0.59,0.59,-0.01,-2.18,,,"17,210.00",6636
09/30/83,0.61,0.61,0.05,8.53,,,"20,050.00",6369
08/31/83,0.56,0.56,-0.07,-10.65,,,"19,740.00",5534
07/29/83,0.63,0.63,0.01,1.99,,,"11,950.00",8027
06/30/83,0.61,0.61,-0.01,-1.76,,,"25,200.00",10570
05/31/83,0.63,0.63,-0.04,-5.44,,,"26,430.00",6826
04/29/83,0.66,0.66,-0.04,-5.03,,,"31,810.00",7019
03/31/83,0.70,0.70,0.05,7.82,,,"25,320.00",8252
02/28/83,0.65,0.65,0.04,6.91,,,"28,100.00",10740
01/31/83,0.60,0.60,0.02,3.57,,,"20,140.00",10460
12/31/82,0.58,0.58,0.00,0.12,,,"23,500.00",4282
11/30/82,0.58,0.58,-0.01,-2.13,,,"19,540.00",6880
10/29/82,0.60,0.60,0.00,0.84,,,"19,900.00",10450
09/30/82,0.59,0.59,-0.03,-4.26,,,"20,400.00",13130
08/31/82,0.62,0.62,-0.01,-1.24,,,"20,710.00",9986
07/30/82,0.62,0.62,-0.01,-1.30,,,"15,760.00",5973
06/30/82,0.63,0.63,-0.10,-13.79,,,"26,040.00",8350
05/28/82,0.73,0.73,0.04,5.46,,,"18,020.00",8753
04/30/82,0.70,0.70,0.03,4.73,,,"28,040.00",11970
03/31/82,0.66,0.66,0.02,3.43,,,"25,020.00",9468
02/26/82,0.64,0.64,0.03,4.09,,,"24,270.00",7868
01/29/82,0.62,0.62,0.07,12.90,,,"19,930.00",9148
12/31/81,0.55,0.55,-0.08,-12.35,,,,
11/30/81,0.62,0.62,-0.01,-2.27,,,"26,190.00",10050
10/30/81,0.64,0.64,-0.02,-3.08,,,"21,680.00",4798
09/30/81,0.66,0.66,-0.01,-1.64,,,"21,360.00",9441
08/31/81,0.67,0.67,0.02,2.99,,,"22,360.00",6609
07/31/81,0.65,0.65,-0.01,-2.03,,,"16,320.00",6424
06/30/81,0.66,0.66,-0.01,-1.16,,,"27,760.00",9089
05/29/81,0.67,0.67,-0.03,-4.38,,,"22,930.00",5738
04/30/81,0.70,0.70,0.02,2.36,,,"24,800.00",10220
03/31/81,0.69,0.69,0.04,5.38,,,"21,360.00",10580
02/27/81,0.65,0.65,-0.01,-1.48,,,"18,550.00",8399
01/30/81,0.66,0.66,-0.02,-3.01,,,"17,440.00",6902
12/31/80,0.68,0.68,-0.03,-4.36,,,,
11/28/80,0.71,0.71,0.02,2.82,,,"26,820.00",6782
10/31/80,0.69,0.69,0.00,0.44,,,"19,580.00",6684
09/30/80,0.69,0.69,0.00,0.29,,,"21,880.00",10690
08/29/80,0.69,0.69,-0.04,-5.34,,,"22,890.00",8160
07/31/80,0.73,0.73,0.04,5.68,,,"17,740.00",9793
06/30/80,0.69,0.69,0.03,5.09,,,"29,890.00",11260
05/30/80,0.65,0.65,0.01,0.85,,,"20,960.00",8340
04/30/80,0.65,0.65,0.01,1.93,,,"23,520.00",14220
03/31/80,0.64,0.64,-0.05,-7.25,,,"22,340.00",17810
02/29/80,0.69,0.69,-0.01,-1.05,,,"27,910.00",13640
01/31/80,0.69,0.69,-0.01,-1.95,,,"24,400.00",15120
12/31/79,0.71,0.71,-0.02,-2.65,,,"28,470.00",5108
11/30/79,0.73,0.73,0.05,7.84,,,"28,210.00",11640
10/31/79,0.67,0.67,-0.06,-7.77,,,"20,150.00",14520
09/28/79,0.73,0.73,0.05,6.65,,,"28,440.00",14930
08/31/79,0.68,0.68,0.09,15.24,,,"21,220.00",12460
07/31/79,0.59,0.59,-0.07,-10.98,,,"18,760.00",9968
06/29/79,0.67,0.67,-0.05,-7.29,,,,
05/31/79,0.72,0.72,-0.06,-8.14,,,,
04/30/79,0.78,0.78,0.06,7.77,,,,
03/30/79,0.73,0.73,0.02,2.25,,,,
02/28/79,0.71,0.71,0.06,8.43,,,,
01/31/79,0.66,0.66,0.07,11.29,,,,
12/29/78,0.59,0.59,0.02,3.33,,,,
11/30/78,0.57,0.57,0.03,6.49,,,,
10/31/78,0.54,0.54,-0.01,-1.56,,,,
09/29/78,0.54,0.54,0.01,2.30,,,,
08/31/78,0.53,0.53,0.00,-0.65,,,,
07/31/78,0.54,0.54,0.02,3.88,,,,
06/30/78,0.52,0.52,-0.09,-15.50,,,,
05/31/78,0.61,0.61,0.07,13.60,,,,
04/28/78,0.54,0.54,0.02,3.67,,,,
03/31/78,0.52,0.52,0.06,12.31,,,,
02/28/78,0.46,0.46,0.03,5.86,,,,
01/31/78,0.44,0.44,0.01,2.77,,,,
12/30/77,0.42,0.42,0.00,1.01,,,,
11/30/77,0.42,0.42,0.01,2.38,,,,
10/31/77,0.41,0.41,-0.01,-2.56,,,,
09/30/77,0.42,0.42,0.03,8.10,,,,
08/31/77,0.39,0.39,0.00,-0.13,,,,
07/29/77,0.39,0.39,-0.03,-6.09,,,,
06/30/77,0.41,0.41,0.00,-0.84,,,,
05/31/77,0.42,0.42,-0.04,-8.28,,,,
04/29/77,0.46,0.46,0.07,19.06,,,,
03/31/77,0.38,0.38,0.01,2.20,,,,
02/28/77,0.37,0.37,0.00,-0.79,,,,
01/31/77,0.38,0.38,-0.03,-6.50,,,,
12/31/76,,0.40,-0.02,-4.09,,,,
11/30/76,0.42,0.42,0.03,6.51,,,,
10/29/76,0.40,0.40,0.04,11.02,,,,
09/30/76,0.36,0.36,-0.05,-12.58,,,,
08/31/76,0.41,0.41,0.03,7.38,,,,
07/30/76,0.38,0.38,-0.04,-9.64,,,,
06/30/76,0.42,0.42,-0.04,-8.35,,,,
05/28/76,0.46,0.46,-0.01,-2.66,,,,
04/30/76,0.47,0.47,0.07,16.45,,,,
03/31/76,0.40,0.40,0.03,7.94,,,,
02/27/76,0.37,0.37,0.00,-0.93,,,,
01/30/76,0.38,0.38,-0.05,-11.94,,,,
12/31/75,0.43,0.43,-0.05,-9.92,,,,
11/28/75,0.48,0.48,0.05,10.69,,,,
10/31/75,0.43,0.43,-0.05,-11.24,,,,
09/30/75,0.49,0.49,0.04,7.96,,,,
08/29/75,0.45,0.45,0.01,1.64,,,,
07/31/75,0.44,0.44,-0.04,-9.24,,,,
06/30/75,0.49,0.49,-0.03,-5.25,,,,
05/30/75,0.51,0.51,0.05,10.24,,,,
04/30/75,0.47,0.47,0.04,10.36,,,,
03/31/75,0.42,0.42,0.06,18.02,,,,
02/28/75,0.36,0.36,0.00,0.70,,,,
01/31/75,0.36,0.36,-0.04,-10.11,,,,
12/31/74,0.40,0.40,0.01,2.46,,,,
11/29/74,0.39,0.39,-0.02,-6.03,,,,
10/31/74,0.41,0.41,0.01,3.46,,,,
09/30/74,0.40,0.40,-0.01,-2.34,,,,
08/30/74,0.41,0.41,-0.08,-17.17,,,,
07/31/74,0.49,0.49,0.07,15.27,,,,
06/28/74,0.43,0.43,0.05,12.56,,,,
05/31/74,0.38,0.38,-0.06,-13.44,,,,
04/30/74,0.44,0.44,0.02,4.55,,,,
03/29/74,0.42,0.42,-0.03,-6.28,,,,
02/28/74,0.45,0.45,-0.04,-8.98,,,,
01/31/74,0.49,0.49,0.00,0.82,,,,
12/31/73,0.49,0.49,0.09,21.65,,,,
11/30/73,0.40,0.40,-0.04,-8.16,,,,
10/31/73,0.44,0.44,0.02,4.95,,,,
09/28/73,0.41,0.41,-0.08,-15.75,,,,
08/31/73,0.49,0.49,-0.05,-9.60,,,,
07/31/73,0.54,0.54,0.07,14.46,,,,
06/29/73,0.48,0.48,0.00,0.26,,,,
05/31/73,0.47,0.47,0.03,6.81,,,,
04/30/73,0.44,0.44,0.00,-0.89,,,,
03/30/73,0.45,0.45,0.00,-0.67,,,,
02/28/73,0.45,0.45,0.01,2.38,,,,
01/31/73,0.44,0.44,0.03,7.77,,,,
12/29/72,0.41,0.41,0.05,15.30,,,,
11/30/72,0.35,0.35,0.00,-0.98,,,,
10/31/72,0.36,0.36,0.00,-0.42,,,,
09/29/72,0.36,0.36,0.02,6.20,,,,
08/31/72,0.34,0.34,-0.02,-5.45,,,,
07/31/72,0.36,0.36,-0.02,-5.48,,,,
06/30/72,0.38,0.38,0.01,1.54,,,,
05/31/72,0.37,0.37,0.02,5.37,,,,
04/28/72,0.35,0.35,0.01,2.16,,,,
03/30/72,0.35,0.35,0.00,-0.14,,,,
02/29/72,0.35,0.35,-0.02,-4.80,,,,
01/31/72,0.36,0.36,0.02,6.58,,,,
12/31/71,0.34,0.34,0.00,-1.37,,,,
11/30/71,0.35,0.35,0.02,5.00,,,,
10/29/71,0.33,0.33,0.00,1.38,,,,
09/30/71,0.33,0.33,0.00,1.32,,,,
08/31/71,0.32,0.32,-0.01,-3.24,,,,
07/30/71,0.33,0.33,0.03,8.22,,,,
06/30/71,0.31,0.31,-0.03,-7.67,,,,
05/28/71,0.33,0.33,0.01,2.86,,,,
04/30/71,0.32,0.32,-0.01,-1.67,,,,
03/31/71,0.33,0.33,0.02,4.86,,,,
02/26/71,0.31,0.31,-0.01,-3.39,,,,
01/29/71,0.32,0.32,0.04,12.97,,,,
12/31/70,0.29,0.29,0.01,3.98,,,,
11/30/70,0.28,0.28,-0.01,-2.73,,,,
10/30/70,0.28,0.28,-0.01,-3.73,,,,
09/30/70,0.30,0.30,0.00,1.55,,,,
08/31/70,0.29,0.29,-0.02,-5.61,,,,
07/31/70,0.31,0.31,-0.01,-3.38,,,,
06/30/70,0.32,0.32,0.01,4.68,,,,
05/29/70,0.30,0.30,0.00,-0.41,,,,
04/30/70,0.31,0.31,-0.02,-5.12,,,,
03/31/70,0.32,0.32,0.01,2.38,,,,
02/27/70,0.31,0.31,0.02,5.54,,,,
01/30/70,0.30,0.30,0.01,1.71,,,,
12/31/69,0.29,0.29,0.00,-0.26,,,,
11/28/69,0.29,0.29,0.01,3.25,,,,
10/31/69,0.28,0.28,0.00,0.26,,,,
09/30/69,0.28,0.28,0.00,-0.26,,,,
08/29/69,0.28,0.28,-0.02,-5.72,,,,
07/31/69,0.30,0.30,-0.02,-5.26,,,,
06/30/69,0.32,0.32,-0.02,-5.91,,,,
05/29/69,0.34,0.34,0.03,9.46,,,,
04/30/69,0.31,0.31,0.01,2.74,,,,
03/28/69,0.30,0.30,0.01,4.15,,,,
02/28/69,0.29,0.29,0.00,1.40,,,,
01/31/69,0.29,0.29,0.01,2.06,,,,
12/31/68,0.28,0.28,,,,,,
11/29/68,0.28,0.28,0.01,3.23,,,,
10/31/68,0.27,0.27,0.00,-0.28,,,,
09/30/68,0.27,0.27,0.00,1.21,,,,
08/30/68,0.27,0.27,-0.01,-2.81,,,,
07/31/68,0.28,0.28,0.00,0.73,,,,
06/28/68,0.27,0.27,0.01,3.60,,,,
05/31/68,0.26,0.26,0.00,-1.21,,,,
04/30/68,0.27,0.27,0.00,-1.11,,,,
03/29/68,0.27,0.27,0.00,0.56,,,,
02/29/68,0.27,0.27,0.01,2.97,,,,
01/31/68,0.26,0.26,0.00,1.65,,,,
12/29/67,0.26,0.26,0.00,-0.48,,,,
11/30/67,0.26,0.26,0.00,0.98,,,,
10/31/67,0.26,0.26,-0.02,-5.97,,,,
09/29/67,0.27,0.27,-0.01,-2.51,,,,
08/31/67,0.28,0.28,0.01,3.62,,,,
07/31/67,0.27,0.27,0.00,-1.19,,,,
06/30/67,0.27,0.27,0.00,1.21,,,,
05/31/67,0.27,0.27,0.01,5.28,,,,
04/28/67,0.26,0.26,0.00,1.19,,,,
03/31/67,0.25,0.25,0.00,0.60,,,,
02/28/67,0.25,0.25,0.00,1.31,,,,
01/31/67,0.25,0.25,-0.01,-4.43,,,,
12/30/66,0.26,0.26,0.01,2.98,,,,
11/30/66,0.25,0.25,0.00,-0.30,,,,
10/31/66,0.25,0.25,-0.01,-3.90,,,,
09/30/66,0.26,0.26,0.00,-1.68,,,,
08/31/66,0.27,0.27,0.01,3.78,,,,
07/29/66,0.26,0.26,0.00,1.88,,,,
06/30/66,0.25,0.25,-0.01,-2.88,,,,
05/31/66,0.26,0.26,0.00,0.68,,,,
04/29/66,0.26,0.26,-0.02,-7.26,,,,
03/31/66,0.28,0.28,-0.01,-3.38,,,,
02/28/66,0.29,0.29,0.02,5.77,,,,
01/31/66,0.27,0.27,0.01,4.10,,,,
12/31/65,0.26,0.26,0.00,1.25,,,,
11/30/65,0.26,0.26,0.00,1.17,,,,
10/29/65,0.26,0.26,0.00,-1.44,,,,
09/30/65,0.26,0.26,0.00,-0.19,,,,
08/31/65,0.26,0.26,-0.01,-2.44,,,,
07/30/65,0.27,0.27,0.00,-0.69,,,,
06/30/65,0.27,0.27,-0.01,-2.86,,,,
05/28/65,0.28,0.28,0.02,6.76,,,,
04/30/65,0.26,0.26,0.01,3.60,,,,
03/31/65,0.25,0.25,0.01,4.71,,,,
02/26/65,0.24,0.24,0.00,2.03,,,,
01/29/65,0.23,0.23,0.00,-0.21,,,,
12/31/64,0.23,0.23,0.00,-0.95,,,,
11/30/64,0.24,0.24,,,,,,
10/30/64,,,,,,,,
09/30/64,,,,,,,,
08/31/64,,,,,,,,
07/31/64,,,,,,,,
06/30/64,,,,,,,,
05/28/64,,,,,,,,
04/30/64,,,,,,,,
03/31/64,,,,,,,,
02/28/64,,,,,,,,
01/31/64,,,,,,,,
12/31/63,,,,,,,,
11/29/63,,,,,,,,
10/31/63,,,,,,,,
09/30/63,,,,,,,,
08/30/63,,,,,,,,
07/31/63,,,,,,,,
06/28/63,,,,,,,,
05/31/63,,,,,,,,
04/30/63,,,,,,,,
03/29/63,,,,,,,,
02/28/63,,,,,,,,
01/31/63,,,,,,,,
12/31/62,,,,,,,,
11/30/62,,,,,,,,
10/31/62,,,,,,,,
09/28/62,,,,,,,,
08/31/62,,,,,,,,
07/31/62,,,,,,,,
06/29/62,,,,,,,,
05/31/62,,,,,,,,
04/30/62,,,,,,,,
03/30/62,,,,,,,,
02/28/62,,,,,,,,
01/31/62,,,,,,,,
12/29/61,,,,,,,,
11/30/61,,,,,,,,
10/31/61,,,,,,,,
09/29/61,,,,,,,,
08/31/61,,,,,,,,
07/31/61,,,,,,,,
06/30/61,,,,,,,,
05/31/61,,,,,,,,
04/28/61,,,,,,,,
03/30/61,,,,,,,,
02/28/61,,,,,,,,
01/31/61,,,,,,,,
12/30/60,,,,,,,,
11/30/60,,,,,,,,
10/31/60,,,,,,,,
09/30/60,,,,,,,,
08/31/60,,,,,,,,
07/29/60,,,,,,,,
06/30/60,,,,,,,,
05/31/60,,,,,,,,
04/29/60,,,,,,,,
03/31/60,,,,,,,,
02/29/60,,,,,,,,
01/29/60,,,,,,,,
12/31/59,,,,,,,,
11/30/59,,,,,,,,
10/30/59,,,,,,,,
09/30/59,,,,,,,,
08/31/59,,,,,,,,
07/31/59,,,,,,,,
06/30/59,,,,,,,,
05/29/59,,,,,,,,
04/30/59,,,,,,,,
03/31/59,,,,,,,,
02/27/59,,,,,,,,
01/30/59,,,,,,,,
12/31/58,,,,,,,,
11/28/58,,,,,,,,
10/31/58,,,,,,,,
09/30/58,,,,,,,,
08/29/58,,,,,,,,
07/31/58,,,,,,,,
06/30/58,,,,,,,,
05/29/58,,,,,,,,
04/30/58,,,,,,,,
03/31/58,,,,,,,,
02/28/58,,,,,,,,
01/31/58,,,,,,,,
12/31/57,,,,,,,,
11/29/57,,,,,,,,
10/31/57,,,,,,,,
09/30/57,,,,,,,,
08/30/57,,,,,,,,
07/31/57,,,,,,,,
06/28/57,,,,,,,,
05/31/57,,,,,,,,
04/30/57,,,,,,,,
03/29/57,,,,,,,,
02/28/57,,,,,,,,
01/31/57,,,,,,,,
